 0.00  272  61
33.36  272  62
36.72  272  63
36.91  272  64
 0.00  272  71
33.36  272  72
36.72  272  73
36.82  272  74
 0.00  111  11
42.00  111  12
44.80  111  13
58.48  111  14
 0.00  111  21
42.00  111  22
44.80  111  23
57.73  111  24
 0.00  111  31
42.00  111  32
44.80  111  33
58.48  111  34
 0.00  111  41
 0.00  111  42
 0.00  111  43
47.50  111  44
56.00  111  51
47.70  111  52
53.33  111  53
56.45  111  54
 0.00  111  61
66.48  111  62
70.40  111  63
69.71  111  64
 0.00  111  71
52.48  111  72
57.43  111  73
59.90  111  74
 0.00  275  11
32.67  275  12
35.02  275  13
41.26  275  14
 0.00  275  21
32.67  275  22
35.02  275  23
41.26  275  24
 0.00  275  31
32.67  275  32
35.02  275  33
41.26  275  34
 0.00  275  41
 0.00  275  42
 0.00  275  43
50.00  275  44
54.67  275  51
43.00  275  52
44.17  275  53
45.15  275  54
 0.00  275  61
50.76  275  62
46.60  275  63
48.39  275  64
 0.00  275  71
34.25  275  72
37.89  275  73
40.81  275  74
 0.00  135  11
47.00  135  12
43.86  135  13
43.86  135  14
 0.00  135  21
 0.00  135  22
 0.00  135  23
 0.00  135  24
 0.00  135  31
 0.00  135  32
 0.00  135  33
 0.00  135  34
 0.00  135  41
 0.00  135  42
 0.00  135  43
 0.00  135  44
50.00  135  51
40.50  135  52
39.47  135  53
40.21  135  54
37.00  135  61
38.89  135  62
38.83  135  63
38.63  135  64
 0.00  135  71
44.80  135  72
43.94  135  73
43.86  135  74
 0.00  112  11
 0.00  112  12
 0.00  112  13
 0.00  112  14
 0.00  112  21
 0.00  112  22
 0.00  112  23
 0.00  112  24
 0.00  112  31
 0.00  112  32
 0.00  112  33
 0.00  112  34
 0.00  112  41
 0.00  112  42
 0.00  112  43
 0.00  112  44
61.67  112  51
46.95  112  52
46.27  112  53
48.76  112  54
 0.00  112  61
49.76  112  62
51.71  112  63
53.40  112  64
 0.00  112  71
42.00  112  72
47.25  112  73
 0.00  112  74
 0.00  177  11
40.80  177  12
41.08  177  13
40.80  177  14
 0.00  177  21
 0.00  177  22
 0.00  177  23
 0.00  177  24
 0.00  177  31
 0.00  177  32
 0.00  177  33
 0.00  177  34
 0.00  177  41
 0.00  177  42
 0.00  177  43
 0.00  177  44
 0.00  177  51
40.50  177  52
40.67  177  53
40.84  177  54
 0.00  177  61
39.14  177  62
39.74  177  63
40.03  177  64
 0.00  177  71
40.36  177  72
40.44  177  73
40.80  177  74
 0.00  236  11
 0.00  236  12
 0.00  236  13
 0.00  236  14
 0.00  236  21
 0.00  236  22
 0.00  236  23
 0.00  236  24
 0.00  236  31
 0.00  236  32
 0.00  236  33
 0.00  236  34
 0.00  236  41
 0.00  236  42
 0.00  236  43
 0.00  236  44
72.00  236  51
64.43  236  52
62.55  236  53
64.79  236  54
66.50  236  61
93.71  236  62
93.33  236  63
93.33  236  64
 0.00  236  71
93.71  236  72
93.65  236  73
93.33  236  74
 0.00  173  11
 0.00  173  12
 0.00  173  13
 0.00  173  14
 0.00  173  21
 0.00  173  22
 0.00  173  23
 0.00  173  24
 0.00  173  31
 0.00  173  32
 0.00  173  33
 0.00  173  34
 0.00  173  41
 0.00  173  42
 0.00  173  43
 0.00  173  44
 0.00  173  51
48.00  173  52
47.64  173  53
46.57  173  54
 0.00  173  61
 0.00  173  62
 0.00  173  63
44.00  173  64
 0.00  173  71
 0.00  173  72
 0.00  173  73
 0.00  173  74
 0.00  172  11
55.29  172  12
52.61  172  13
51.15  172  14
 0.00  172  21
 0.00  172  22
 0.00  172  23
 0.00  172  24
 0.00  172  31
 0.00  172  32
 0.00  172  33
 0.00  172  34
 0.00  172  41
 0.00  172  42
 0.00  172  43
 0.00  172  44
 0.00  172  51
43.93  172  52
40.44  172  53
40.65  172  54
 0.00  172  61
50.57  172  62
52.61  172  63
51.15  172  64
 0.00  172  71
55.29  172  72
52.61  172  73
51.15  172  74
 0.00  255  11
 0.00  255  12
 0.00  255  13
 0.00  255  14
 0.00  255  21
 0.00  255  22
 0.00  255  23
 0.00  255  24
 0.00  255  31
 0.00  255  32
 0.00  255  33
 0.00  255  34
 0.00  255  41
 0.00  255  42
 0.00  255  43
 0.00  255  44
33.50  255  51
40.44  255  52
40.47  255  53
40.66  255  54
37.00  255  61
33.45  255  62
33.59  255  63
33.54  255  64
 0.00  255  71
31.00  255  72
31.00  255  73
31.00  255  74
47.00  234  11
 0.00  234  12
 0.00  234  13
 0.00  234  14
 0.00  234  21
 0.00  234  22
 0.00  234  23
 0.00  234  24
 0.00  234  31
 0.00  234  32
 0.00  234  33
 0.00  234  34
 0.00  234  41
 0.00  234  42
 0.00  234  43
 0.00  234  44
52.80  234  51
55.22  234  52
57.08  234  53
58.33  234  54
47.00  234  61
51.98  234  62
53.97  234  63
54.33  234  64
45.17  234  71
50.66  234  72
52.26  234  73
53.92  234  74
 0.00  238  11
 0.00  238  12
 0.00  238  13
 0.00  238  14
 0.00  238  21
 0.00  238  22
 0.00  238  23
 0.00  238  24
 0.00  238  31
 0.00  238  32
 0.00  238  33
 0.00  238  34
 0.00  238  41
 0.00  238  42
 0.00  238  43
 0.00  238  44
 0.00  238  51
51.44  238  52
55.80  238  53
56.26  238  54
 0.00  238  61
 0.00  238  62
 0.00  238  63
 0.00  238  64
 0.00  238  71
 0.00  238  72
 0.00  238  73
 0.00  238  74
 0.00  250  11
 0.00  250  12
 0.00  250  13
 0.00  250  14
 0.00  250  21
 0.00  250  22
 0.00  250  23
 0.00  250  24
 0.00  250  31
 0.00  250  32
 0.00  250  33
 0.00  250  34
 0.00  250  41
 0.00  250  42
 0.00  250  43
 0.00  250  44
 0.00  250  51
45.18  250  52
46.98  250  53
49.96  250  54
 0.00  250  61
31.00  250  62
38.75  250  63
37.50  250  64
 0.00  250  71
31.00  250  72
38.75  250  73
37.50  250  74
 0.00  189  11
 0.00  189  12
 0.00  189  13
 0.00  189  14
 0.00  189  21
 0.00  189  22
 0.00  189  23
 0.00  189  24
 0.00  189  31
 0.00  189  32
 0.00  189  33
 0.00  189  34
 0.00  189  41
 0.00  189  42
 0.00  189  43
 0.00  189  44
 0.00  189  51
42.80  189  52
42.07  189  53
42.65  189  54
 0.00  189  61
41.50  189  62
41.82  189  63
41.13  189  64
 0.00  189  71
41.50  189  72
41.82  189  73
41.13  189  74
 0.00  206  11
38.00  206  12
38.14  206  13
38.18  206  14
 0.00  206  21
 0.00  206  22
 0.00  206  23
 0.00  206  24
 0.00  206  31
 0.00  206  32
 0.00  206  33
 0.00  206  34
 0.00  206  41
 0.00  206  42
 0.00  206  43
 0.00  206  44
47.00  206  51
42.15  206  52
42.38  206  53
42.23  206  54
 0.00  206  61
39.21  206  62
39.43  206  63
40.26  206  64
 0.00  206  71
39.22  206  72
39.66  206  73
39.45  206  74
 0.00  305  11
42.88  305  12
47.00  305  13
46.40  305  14
 0.00  305  21
 0.00  305  22
 0.00  305  23
 0.00  305  24
 0.00  305  31
 0.00  305  32
 0.00  305  33
 0.00  305  34
 0.00  305  41
 0.00  305  42
 0.00  305  43
 0.00  305  44
58.00  305  51
43.38  305  52
44.29  305  53
46.64  305  54
47.00  305  61
46.64  305  62
49.15  305  63
51.13  305  64
47.00  305  71
44.80  305  72
48.79  305  73
49.38  305  74
 0.00   74  11
47.00   74  12
44.46   74  13
65.00   74  14
 0.00   74  21
 0.00   74  22
 0.00   74  23
 0.00   74  24
 0.00   74  31
 0.00   74  32
 0.00   74  33
 0.00   74  34
 0.00   74  41
 0.00   74  42
 0.00   74  43
 0.00   74  44
 0.00   74  51
39.62   74  52
47.52   74  53
49.55   74  54
 0.00   74  61
68.40   74  62
63.92   74  63
65.00   74  64
 0.00   74  71
69.00   74  72
63.92   74  73
65.00   74  74
 0.00  124  11
45.60  124  12
55.85  124  13
65.33  124  14
 0.00  124  21
47.00  124  22
49.44  124  23
61.52  124  24
 0.00  124  31
47.00  124  32
49.54  124  33
61.67  124  34
 0.00  124  41
 0.00  124  42
 0.00  124  43
 0.00  124  44
 0.00  124  51
44.38  124  52
47.32  124  53
50.19  124  54
 0.00  124  61
44.87  124  62
52.56  124  63
53.87  124  64
 0.00  124  71
45.69  124  72
54.88  124  73
57.06  124  74
 0.00  125  11
47.50  125  12
63.25  125  13
66.78  125  14
 0.00  125  21
 0.00  125  22
 0.00  125  23
 0.00  125  24
 0.00  125  31
 0.00  125  32
 0.00  125  33
 0.00  125  34
 0.00  125  41
 0.00  125  42
 0.00  125  43
 0.00  125  44
 0.00  125  51
43.82  125  52
44.96  125  53
45.86  125  54
 0.00  125  61
39.83  125  62
49.26  125  63
51.27  125  64
 0.00  125  71
49.33  125  72
64.71  125  73
67.00  125  74
 0.00  126  11
 0.00  126  12
 0.00  126  13
46.00  126  14
 0.00  126  21
 0.00  126  22
 0.00  126  23
 0.00  126  24
 0.00  126  31
 0.00  126  32
 0.00  126  33
 0.00  126  34
 0.00  126  41
 0.00  126  42
 0.00  126  43
44.00  126  44
46.25  126  51
39.89  126  52
46.27  126  53
54.83  126  54
 0.00  126  61
37.90  126  62
40.91  126  63
45.85  126  64
 0.00  126  71
37.35  126  72
41.07  126  73
43.94  126  74
 0.00  220  11
 0.00  220  12
 0.00  220  13
 0.00  220  14
 0.00  220  21
 0.00  220  22
 0.00  220  23
 0.00  220  24
 0.00  220  31
 0.00  220  32
 0.00  220  33
 0.00  220  34
 0.00  220  41
 0.00  220  42
 0.00  220  43
 0.00  220  44
 0.00  220  51
41.62  220  52
43.31  220  53
43.24  220  54
 0.00  220  61
 0.00  220  62
 0.00  220  63
 0.00  220  64
 0.00  220  71
 0.00  220  72
 0.00  220  73
 0.00  220  74
 0.00  328  11
36.00  328  12
46.08  328  13
49.20  328  14
 0.00  328  21
36.00  328  22
37.83  328  23
49.20  328  24
 0.00  328  31
36.00  328  32
37.83  328  33
49.20  328  34
 0.00  328  41
 0.00  328  42
 0.00  328  43
 0.00  328  44
 0.00  328  51
45.31  328  52
46.29  328  53
48.83  328  54
39.00  328  61
39.10  328  62
43.55  328  63
44.32  328  64
 0.00  328  71
36.00  328  72
47.79  328  73
48.83  328  74
 0.00   96  11
 0.00   96  12
 0.00   96  13
 0.00   96  14
 0.00   96  21
 0.00   96  22
 0.00   96  23
 0.00   96  24
 0.00   96  31
 0.00   96  32
 0.00   96  33
 0.00   96  34
 0.00   96  41
 0.00   96  42
 0.00   96  43
 0.00   96  44
 0.00   96  51
43.09   96  52
65.73   96  53
61.52   96  54
 0.00   96  61
 0.00   96  62
 0.00   96  63
 0.00   96  64
 0.00   96  71
 0.00   96  72
 0.00   96  73
 0.00   96  74
 0.00   39  11
 0.00   39  12
 0.00   39  13
 0.00   39  14
 0.00   39  21
 0.00   39  22
 0.00   39  23
 0.00   39  24
 0.00   39  31
 0.00   39  32
 0.00   39  33
 0.00   39  34
 0.00   39  41
 0.00   39  42
 0.00   39  43
 0.00   39  44
 0.00   39  51
39.91   39  52
39.12   39  53
41.28   39  54
 0.00   39  61
 0.00   39  62
 0.00   39  63
 0.00   39  64
 0.00   39  71
 0.00   39  72
 0.00   39  73
 0.00   39  74
 0.00   37  11
41.89   37  12
43.55   37  13
43.56   37  14
 0.00   37  21
 0.00   37  22
 0.00   37  23
 0.00   37  24
 0.00   37  31
 0.00   37  32
 0.00   37  33
 0.00   37  34
 0.00   37  41
 0.00   37  42
 0.00   37  43
42.00   37  44
 0.00   37  51
40.82   37  52
42.26   37  53
43.11   37  54
 0.00   37  61
40.41   37  62
41.66   37  63
41.51   37  64
 0.00   37  71
41.00   37  72
41.57   37  73
41.51   37  74
 0.00   50  11
 0.00   50  12
 0.00   50  13
 0.00   50  14
 0.00   50  21
 0.00   50  22
 0.00   50  23
 0.00   50  24
 0.00   50  31
 0.00   50  32
 0.00   50  33
 0.00   50  34
 0.00   50  41
 0.00   50  42
 0.00   50  43
 0.00   50  44
53.00   50  51
47.92   50  52
50.72   50  53
52.11   50  54
 0.00   50  61
 0.00   50  62
 0.00   50  63
 0.00   50  64
 0.00   50  71
 0.00   50  72
 0.00   50  73
 0.00   50  74
 0.00   35  11
 0.00   35  12
55.03   35  13
59.44   35  14
 0.00   35  21
69.00   35  22
64.50   35  23
72.12   35  24
 0.00   35  31
69.00   35  32
62.56   35  33
71.44   35  34
 0.00   35  41
 0.00   35  42
44.00   35  43
79.33   35  44
66.00   35  51
58.17   35  52
58.24   35  53
58.43   35  54
77.00   35  61
54.98   35  62
56.74   35  63
57.41   35  64
 0.00   35  71
54.03   35  72
59.33   35  73
59.29   35  74
 0.00  296  11
 0.00  296  12
 0.00  296  13
 0.00  296  14
 0.00  296  21
 0.00  296  22
 0.00  296  23
 0.00  296  24
 0.00  296  31
 0.00  296  32
 0.00  296  33
 0.00  296  34
 0.00  296  41
 0.00  296  42
 0.00  296  43
 0.00  296  44
 0.00  296  51
41.65  296  52
42.35  296  53
42.02  296  54
 0.00  296  61
 0.00  296  62
 0.00  296  63
 0.00  296  64
 0.00  296  71
 0.00  296  72
 0.00  296  73
 0.00  296  74
 0.00   73  11
36.00   73  12
33.66   73  13
33.60   73  14
 0.00   73  21
36.00   73  22
36.92   73  23
37.50   73  24
 0.00   73  31
36.00   73  32
36.92   73  33
37.50   73  34
 0.00   73  41
 0.00   73  42
 0.00   73  43
 0.00   73  44
40.25   73  51
36.80   73  52
41.08   73  53
41.43   73  54
 0.00   73  61
37.00   73  62
36.30   73  63
36.68   73  64
 0.00   73  71
34.50   73  72
33.48   73  73
33.35   73  74
